id,title,author,content,dynasty
127,和湘东王横吹曲三首,萧纲,洛阳佳丽所，大道满春光。游童初挟弹，蚕妾始提筐。金鞍照龙马，罗袂拂春桑。玉车争晚入，潘果溢高箱。,六朝
128,和湘东王横吹曲三首,萧纲,贱妾朝下机，正值良人归。青丝悬玉镫，朱汗染香衣。骤急珂弥响，彫菰幸可荐，故心君莫违。,六朝
129,陇西行三首,萧纲,边秋胡马肥。云中惊寇入。勇气特无侣。轻兵救边急。沙平不见虏。嶂崄还相及。出塞岂成歌。经川未遑汲。乌孙涂更阻。康居路犹涩。月晕抱龙城。星流照马邑。长安路远书不还。宁知征人独伫立。,六朝
130,陇西行三首,萧纲,陇西四战地，羽檄岁时闻。护羌拥汉节，校尉立元勋。石门留铁骑，冰城息夜军。洗兵逢骤雨，送阵出黄云。沙长无止泊，水脉屡萦分。当思勒彝鼎，无用想罗裙。,六朝
131,陇西行三首,萧纲,悠悠悬旆旌，知向陇西行。减灶驱前马，衔枚进后兵。沙飞朝似幕，云起夜疑城。回山时阻路，绝水亟稽程。往年郅支服，今岁单于平。方欢凯乐盛，飞盖满西京。,六朝
132,娈童诗,萧纲,娈童娇丽质，践董复超瑕。羽帐晨香满，珠帘夕漏赊。翠被含鸳色，雕床镂象牙。妙年同小史，姝貌比朝霞。袖裁连璧锦，笺织细种花。揽裤轻红出，回头双鬓斜。懒眼时含笑，玉手乍攀花。怀猜非后钓，密爱似前车。足使燕姬妒，弥令郑女嗟。,六朝
133,侍游新亭应令诗,萧纲,神襟悯行迈，歧路怆徘徊。遥瞻十里陌，傍望九城台。凤管流虚谷，龙骑藉春荄。晓光浮野映，朝烟承日回。沙文浪中积，春阴江上来。柳叶带风转，桃花含雨开。圣情蕴珠绮，札命表英才。顾怜珷玞质，何以俪琼瑰。,六朝
134,蜀道难二首,萧纲,建平督邮道，鱼复永安宫。若奏巴渝曲，时当君思中。,六朝
135,蜀道难二首,萧纲,巫山七百里，巴水三回曲。笛声下复高，猿啼万花谷。,六朝
136,乌栖曲四首,萧纲,芙蓉作船丝作?，北斗横天月将落。采桑渡头碍黄河，郎今欲渡畏风波。,六朝
137,乌栖曲四首,萧纲,浮云似帐月成钩，那能夜夜南陌头。宜城酝酒今行熟，停鞍系马暂栖宿。,六朝
138,乌栖曲四首,萧纲,青牛丹毂七香车，可怜今夜宿倡家。倡家高树乌欲栖，罗帏翠帐向君低。,六朝
139,乌栖曲四首,萧纲,织成屏风金屈膝，牛唇玉面灯前出。相看气息望君怜，谁能含羞不自前。,六朝
140,雪里觅梅花,萧纲,绝讶梅花晚，争来雪里窥。下枝低可见，高处远难知。俱羞惜腕露，相让道腰羸。定须还剪采，学作两三技。,六朝
141,雁门太守行三首,萧纲,轻霜中夜下，黄叶远辞枝。寒苦春难觉，边城秋易知。风急旌旗断，涂长铠马疲。少解孙吴法，家本幽并儿。非关买雁肉，徒劳皇甫规。,六朝
142,雁门太守行三首,萧纲,陇暮风恒急，关寒霜自浓。枥马夜方思，边衣秋未重。潜师夜接战，略地晓摧锋。悲笳动胡塞，高旗出汉墉。勤劳谢功业，清白报迎逢。非须主人赏，宁期定远封。单于如未系，终夜慕前踪。,六朝
143,雁门太守行三首,萧纲,三月杨花合，四月麦秋初。幽州寒食罢，郑国采桑疏。便闻雁门戍，结束事戎车。寄语金闺妾，勿怨寒床虚。鹅军攻日逐，燕骑荡康居。大宛归善马，小月送降书。,六朝
144,咏内人昼眠诗,萧纲,北窗聊就枕，南檐日未斜。攀钩落绮障，插捩举琵琶。梦笑开娇靥，眠鬟压落花。簟文生玉腕，香汗浸红纱。夫婿恒相伴，莫误是倡家。,六朝
145,明君词,萧纪,塞外无春色，边城有风霜。谁堪览明镜，持许照红妆。,六朝
146,开善寺法会诗,萧统,栖乌犹未翔，命驾出山庄。诘屈登马岭，回互入羊肠。稍看原蔼蔼，渐见岫苍苍。落星埋远树，新雾起朝阳。阴池宿早雁，寒风催夜霜。兹地信闲寂，清旷惟道场。玉树琉璃水，羽帐郁金床。紫柱珊瑚地，神幢明月珰。牵萝下石磴，攀桂陟松梁。涧斜日欲隐，烟生楼半藏。千祀终何迈，百代归我皇。神功照不极，睿镜湛无方。法轮明暗室，慧海渡慈航。尘根久未洗，希沾垂露光。,六朝
147,河中之水歌,萧衍,河中之水向东流，洛阳女儿名莫愁。莫愁十三能织绮，十四采桑南陌头。十五嫁为卢家妇，十六生儿字阿侯。卢家兰室桂为梁，中有郁金苏合香。头上金钗十二行，足下丝履五文章。珊瑚挂镜烂生光，平头奴子擎履箱。人生富贵何所望，恨不嫁与东家王。,六朝
148,游钟山大爱敬寺诗,萧衍,曰予受尘缚。未得留盖缠。三有同永夜。六道等长眠。才性乏方便。智力非善权。生住无停相。剎那即徂迁。叹逝比悠稔。交臂乃奢年。从流既难反。弱丧谓不然。二苦常追随。三毒自烧然。贪痴养忧畏。热恼坐焦煎。道心理归终。信首故宜先。驾言追善友。回舆寻胜缘。面势周大地。萦带极长川。棱层叠嶂远。迤逦隥道悬。朝日照花林。光风起香山。飞鸟发差池。出云去连绵。落英分绮色。坠露散珠圆。当道兰靡。临阶竹便娟。幽谷响嘤嘤。石濑鸣溅溅。萝短未中揽。葛嫩不任牵。攀缘傍玉涧。褰陟度金泉。长途弘翠微。香楼间紫烟。慧居超七净。梵住踰八禅。始得展身敬。方乃遂心虔。菩提圣种子。十力良福田。正趣果上果。归依天中天。一道长死生。有无离二边。何待空同右。岂羡汾阳前。以我初觉意。贻尔后来贤。,六朝
149,有所思,萧衍,谁言生离久，适意与君别。衣上芳犹在，握里书未灭。腰中双绮带，梦为同心结。常恐所思露，瑶华未忍折。,六朝
150,子夜四时歌十六首,萧衍,阶上香入怀，庭中花照眼。春心一如此，情来不可限。,六朝
151,子夜四时歌十六首,萧衍,兰叶始满地，梅花已落枝。持此可怜意，摘以寄心知。,六朝
152,子夜四时歌十六首,萧衍,朱日光素冰，黄花映白雪。折梅待佳人，共迎阳春月。,六朝
153,子夜四时歌十六首,萧衍,花坞蝶双飞，柳堤鸟百舌。不见佳人来，徒劳心断绝。,六朝
154,子夜四时歌十六首,萧衍,江南莲花开，红光覆碧水。色同心复同，藕异心无异。,六朝
155,子夜四时歌十六首,萧衍,闺中花如绣，帘上露如珠。欲知有所思，停织复歭,六朝
156,子夜四时歌十六首,萧衍,玉盘著朱李，金杯盛白酒。虽欲持自亲，复恐不甘口。,六朝
157,子夜四时歌十六首,萧衍,含桃落花日，黄鸟营飞时。君住马已疲，妾去蚕欲饥。,六朝
158,子夜四时歌十六首,萧衍,绣带合欢结，锦衣连理文。怀情入夜月，含笑出朝云。,六朝
159,子夜四时歌十六首,萧衍,七彩紫金柱，九华白玉梁。但歌云不去，含吐有馀香。,六朝
160,子夜四时歌十六首,萧衍,吹漏未可停，弦断当更续。俱作双丝引，共奏同心曲。,六朝
161,子夜四时歌十六首,萧衍,当信抱梁期，莫听回风音。镜中两入髻，分明无两心。,六朝
162,子夜四时歌十六首,萧衍,寒闺动黻帐，密筵重锦席。卖眼拂长袖，含笑留上客。,六朝
163,子夜四时歌十六首,萧衍,别时鸟啼户，今晨雪满墀。过此君不返，但恐绿鬓衰。,六朝
164,子夜四时歌十六首,萧衍,果欲结金兰，但看松柏林。经霜不堕地，岁寒无异心。,六朝
165,子夜四时歌十六首,萧衍,一年漏将尽，万里人未归。君志固有在，妾躯乃无依。,六朝
166,藩难未静述怀诗,萧绎,玉节威云梦，金钲韵渚宫。霜戈临堑白，日羽映流红。单醪结猛将，芳饵引群雄。箭拥淇园竹，剑聚若溪铜。亟睹周王骏，多逢鲍氏骢。谋出河南贾，威寄陇西冯。溪云连阵合，却月半山空。楼前飘密柳，井上落疏桐。差营逢霔雨，立垒挂长虹。,六朝
167,晚景游后园诗,萧绎,高轩聊骋望，焕景入川梁。波横山渡影，雨罢叶生光。日移花色异，风散水纹长。,六朝
168,咏歌诗,萧绎,汗轻红粉湿，坐久翠眉愁。传声入钟磬，馀转杂箜篌。,六朝
169,咏阳云楼檐柳诗,萧绎,杨柳非花树，依楼自觉春。枝边通粉色，叶里映红巾。带日交帘影，因吹扫席尘。拂檐应有意，偏宜桃李人。,六朝
170,估客乐,萧赜,昔经樊邓役，阻潮梅根渚。感忆追往事，意满辞不叙。,六朝
171,春别诗四首,萧子显,翻莺度燕双比翼，杨柳千条共一色。但看陌上携手归，谁能对此空相忆。,六朝
172,春别诗四首,萧子显,幽宫积草自芳菲，黄鸟芳树情相依。争风竞日常闻响，重花叠叶不通飞。当知此时动妾思，惭使罗袂拂君衣。,六朝
173,春别诗四首,萧子显,江东大道日华春。垂杨挂柳扫清尘。淇水昨送泪沾巾。红妆宿昔已应新。,六朝
174,春别诗四首,萧子显,衔悲揽涕别心知，桃花李花任风吹。本知人心不似树，何意人别似花离。,六朝
175,初发石首城,谢灵运,白珪尚可磨，斯言易为缁。虽抱中孚爻，犹劳贝锦诗。寸心若不亮，微命察如丝。日月垂光景，成贷遂兼兹。出宿薄京畿，晨装抟鲁飔。重经平生别，再与朋知辞。故山日已远，风波岂还时。苕苕万里帆，茫茫终何之？游当罗浮行，息必庐霍期。越海凌三山，游湘历九嶷。钦圣若旦暮，怀贤亦凄其。皎皎明发心，不为岁寒欺。,六朝
176,邻里相送至方山,谢灵运,祗役出皇邑，相期憩瓯越。解缆及流潮，怀旧不能发。析析就衰林，皎皎明秋月。含情易为盈，遇物难可歇。积疴谢生虑，寡欲罕所阙。资此永幽栖，岂伊年岁别。各勉日新志，音尘慰寂蔑。,六朝
177,永初三年七月十六日之郡初发都,谢灵运,述职期阑暑，理棹变金素。秋岸澄夕阴，火旻团朝露。辛苦谁为情，游子值颓暮。爱似庄念昔，久敬曾存故。如何怀土心，持此谢远度。李牧愧长袖，郄克惭躧步。良时不见遗，丑状不成恶。曰余亦支离，依方早有慕。生幸休明世，亲蒙英达顾。空班赵氏璧，徒乖魏王瓠。从来渐二纪，始得傍归路。将穷山海迹，永绝赏心悟。,六朝
178,晚登三山还望京邑,谢朓,灞涘望长安，河阳视京县。白日丽飞甍，参差皆可见。余霞散成绮，澄江静如练。喧鸟覆春洲，杂英满芳甸。去矣方滞淫，怀哉罢欢宴。佳期怅何许，泪下如流霰。,六朝
179,之宣城郡出新林浦向板桥,谢朓,江路西南永，归流东北鹜。天际识归舟，云中辨江树。旅思倦摇摇，孤游昔巳屡。既欢怀禄情，复协沧洲趣。嚣尘自兹隔，赏心于此遇。虽无玄豹姿，终隐南山雾。,六朝
180,入朝曲,谢脁,江南佳丽地，金陵帝王州。逶迤带绿水，迢递起朱楼。飞甍夹驰道，垂杨荫御沟。凝笳翼高盖，叠鼓送华辀。献纳云台表，功名良可收。,六朝
181,游东田,谢脁,戚戚苦无悰，携手共行乐。寻云陟累榭，随山望菌阁。远树暧阡阡，生烟纷漠漠。鱼戏新荷动，鸟散余花落。不对芳春酒，还望青山郭。,六朝
182,奉和咏舞诗,徐陵,十五属平阳，因来入建章。主家能教舞，城中巧画妆。低鬟向绮席，举袖拂花黄。烛送空回影，衫传箧里香。当由好留客，故作舞衣长。,六朝
183,新亭送别应令诗,徐陵,凤吹临伊水，时驾出河梁。野燎村田黑，江秋岸荻黄。隔城闻上鼓，回舟隐去樯。神襟爱远别，流睇极清漳。,六朝
184,采菱曲,徐勉,相携及嘉月，采菱渡北渚。微风吹棹歌，日暮相容与。采采不能归，望望方延伫。傥逢遗佩人，预以心相许。,六朝
185,三月三日诏宴西池诗,颜延之,河岳曜图，圣时利见。于赫有皇，升中纳禅。载贞其恒，载通其变。大哉人文，至矣天眷。昭哉储德，灵庆攸繁。明两紫宸，景物乾元。帝宗庵蔼，惟城惟蕃。衮衣善职，彤弓受言。饰馆春宫，税镳青辂。长筵逶迤，浮觞沿溯。,六朝
186,应诏宴曲水作诗,颜延之,道隐未形，治彰既乱。帝迹悬衡，皇流共贯。惟王创物，永锡洪算。仁固开周，义高登汉。祚融世哲，业光列圣。太上正位，天临海镜。制以化裁，树之形性。惠浸萌生，信及翔泳。崇虚非徵，积实莫尚。岂伊人和，寔灵所贶。日完其朔，月不掩望。航琛越水，辇赆逾嶂。帝体丽明，仪辰作贰。君彼东朝，金昭玉粹。德有润身，礼不愆器。柔中渊映，芳猷兰秘。昔在文昭，今惟武穆。于赫王宰，方旦居叔。有睟睿蕃，爰履奠牧。宁极和钧，屏京维服。朏魄双交，月气参变。开荣洒泽，舒虹烁电。化际无间，皇情爰眷。伊思镐饮，每惟洛宴。郊饯有坛，君举有礼。幕帷兰甸，画流高陛。分庭荐乐，析波浮醴。豫同夏谚，事兼出济。仰阅丰施，降惟微物。三妨储隶，五尘朝黻。途泰命屯，恩充报屈。有悔可悛，滞瑕难拂。,六朝
187,开善寺,阴铿,鹫岭春光遍。王城野望通。登临情不极。萧散趣无穷。莺随入户树。花逐下山风。栋里归云白。牕外落晖红。古石何年卧。枯树几春空。淹留惜未及。幽桂在芳丛。,六朝
188,晚出新亭,阴铿,大江一浩荡，离悲足几重。潮落犹如盖，云昏不作峰。远戍唯闻鼓，寒山但见松。九十方称半，归途讵有踪。,六朝
189,饯谢文学离夜诗,虞炎,差池燕始飞，幂历草初辉。离人怅东顾，游子怆西归。清潮已驾渚，溽露复沾衣。一乖当春聚，方掩故园扉。,六朝
190,玉阶怨,虞炎,紫藤拂花树，黄鸟度青枝。思君一叹息，苦泪应言垂。,六朝
191,从皇太子出玄圃应令诗,庾肩吾,春光起丽谯，屣步陟山椒。阁影临飞盖，莺鸣入洞箫。水还登故渚，树长荫前桥。绿荷生绮叶，丹藤上细苗。顾循斩振藻，何用拟琼瑶。,六朝
192,雨花台,敖英,雨花台上无花雨，此日登临有古苔。清梵不闻重说法，乱山依旧对衔杯。六朝蔓草天边去，万里江流席下来。回首长干笳鼓动，城南灯火映楼台。,明
193,上新河待风,陈复,一棹遥从日下回，上新河畔几徘徊。水声只向西南去，风势不从东北来。长夜独看淮浦月，故乡多望越城台。天公若解行人意，早遣蒲帆数幅开。,明
194,江上呈华玉,陈沂,龙江东下水疑空，飞鸟流云落镜中。千里晴光遥漾日，满船秋色澹无风。青山旧国知何处，芳草离情去未穷。晚折蘋花思对酒，灯前还有故人同。,明
195,经牛头山寺,陈沂,落日牛头寺，攀缘岭七盘。鸟声林叶暗，山影石溪寒。清梵空中听，丹楼画里看。到门僧不见，松桂满秋坛。,明
196,游献花岩,陈沂,野寺逢人少，山僧与世疏。四禅惟有性，六法本无书。古洞栖萝幌，清泉引竹居。懒融无复见，丈室一灯余。,明
197,二郎神·清明感旧,陈子龙,韶光有几？催遍莺歌燕舞。酝酿一番春，秾李夭桃娇妒。东君无主，多少红颜天上落，总添了数抔黄土。最恨是年年芳草，不管江山如许！何处？当年此日，柳堤花墅。内家妆，褰帷生一笑，驰宝马、汉家陵墓。玉雁金鱼谁借问？空令我伤今吊古。叹绣岭宫前，野老吞声，漫天风雨。,明
